Provider ID,Provider Name ,Address,Governorate,Area,Provider Type,Provider Specialty,Latitude,Longitude,Phone Number
M238,Ezaby Pharmacy,30 Arab League Street - Mohandessin,Cairo,Mohandessein,Pharmacy,Pharmacy,30.05618009,31.20503737,19600    
M238,Ezaby Pharmacy,Al-Qawmiya Street - Warraq Al-Arab - Imbaba,Cairo,Imbaba,Pharmacy,Pharmacy,30.09195726,31.21237285,19600    
M238,Ezaby Pharmacy,49 Damascus Street - Heliopolis - Cairo,Cairo,Heliopolis,Pharmacy,Pharmacy,30.0955276,31.32569374,19600    
M238,Ezaby Pharmacy,"Dahshour link, opposite the entrance to Zayed 3, in front of the Total gas station (Mall of Arabia)",Cairo,6th October,Pharmacy,Pharmacy,30.00516792,30.97243709,19600    
M238,Ezaby Pharmacy,Nile Corniche Street - corner of Al-Dahshan Street - Banha,Qalioubia,Banha,Pharmacy,Pharmacy,30.12922918,31.19280372,19600    
M238,Ezaby Pharmacy,"Abdel Hady Rady St., Housing Bank Building, Building 3, Shop 2, Kafr El-Sheikh",Kafr Al Sheikh,Kafr Al Sheikh,Pharmacy,Pharmacy,31.11733677,30.94293088,19600    
M238,Ezaby Pharmacy,183 Ahmed Zaki Street - Dar El Salam - Maadi,Cairo,Maadi,Pharmacy,Pharmacy,29.98132329,31.25637666,19600    
M238,Ezaby Pharmacy,"2 El Salam Street, off Haram Street - Europe Hotel - Giza",Cairo,Haram,Pharmacy,Pharmacy,30.00094814,31.17752383,19600    
M238,Ezaby Pharmacy,447 Faisal St. - Faisal,Cairo,Faisel,Pharmacy,Pharmacy,30.00985208,31.18800491,19600    
M238,Ezaby Pharmacy,"The presence of Chillout October station is located on the 26th of July axis after the Police Mosque in the direction 

Opposite Royal Compound",Cairo,6th October,Pharmacy,Pharmacy,30.03781341,31.0372891,19600    
M238,Ezaby Pharmacy,23 El Horreya Square St. - Maadi,Cairo,Maadi,Pharmacy,Pharmacy,29.95923634,31.25426216,19600    
M238,Ezaby Pharmacy,"Taiba Tower, May 15 Street, Mansheyet El Horreya, Hawd Ibrahim Saleh, Shubra El Kheima II, Qalyubia",Qalioubia,Shobra Al Kheima,Pharmacy,Pharmacy,30.11849884,31.26017206,19600    
M238,Ezaby Pharmacy,Egypt Alexandria Railway Station,Alexandria,Atareen,Pharmacy,Pharmacy,31.21353308,29.99333083,19600    
M238,Ezaby Pharmacy,"Unit No. 11b-ff, Amwaj Mall, North Coast",Alexandria,North Coast,Pharmacy,Pharmacy,30.83146196,28.99941905,19600    
M238,Ezaby Pharmacy,The intersection of Mohamed Metwally El Shaarawy St. with the extension of Mostafa El Nahhas St. - Tenth District - Nasr City,Cairo,Nasr City,Pharmacy,Pharmacy,30.05722213,31.36498205,19600    
M238,Ezaby Pharmacy,"Cairo-Alexandria Road - under the roundabout bridge - facing the Smart Village, towards Alexandria",Cairo,6th October,Pharmacy,Pharmacy,31.02160015,30.0646909,19600    
M238,Ezaby Pharmacy,625 Port Said Street - Egyptian Gulf - Ghamra,Cairo,Al Zaher,Pharmacy,Pharmacy,30.06439148,31.2626524,19600    
M238,Ezaby Pharmacy,85 Faisal Main Street - Giza,Cairo,Giza,Pharmacy,Pharmacy,29.9941263,31.1469712,19600    
M238,Ezaby Pharmacy,Army Street - New Corniche - Corner of Al-Halous - Carrefour Ismailia - Ismailia,Ismailia,Ismailia,Pharmacy,Pharmacy,30.58675608,32.27605849,19600    
M238,Ezaby Pharmacy,4 Al-Jasser Street - in front of Al-Hajjaj Village - Al-Malaha - Suez,Suez,Suez,Pharmacy,Pharmacy,32.5371591,29.96286112,19600    
M238,Ezaby Pharmacy,"Arena Mall - Sheraton Street - Sakala, Hurghada",Red Sea,Hurghada,Pharmacy,Pharmacy,27.21431948,33.84091022,19600    
M238,Ezaby Pharmacy,"Shop No. 3, Property No. 22 - Mohamed Saeed Street - in front of the Egyptian Hospital - Al-Kawthar - Hurghada",Red Sea,Hurghada,Pharmacy,Pharmacy,33.83000284,27.19418873,19600    
M238,Ezaby Pharmacy,Old Sheraton Street - Zavio Resort - Hurghada,Red Sea,Hurghada,Pharmacy,Pharmacy,27.20517574,33.84834503,19600    
M238,Ezaby Pharmacy,33 Delta St. - Sporting - Sidi Gaber,Alexandria,Sporting,Pharmacy,Pharmacy,29.93113657,31.22038397,19600    
M238,Ezaby Pharmacy,Mall - New Alamein - next to Marina 7 - North Coast,Alexandria,Al Awamaya,Pharmacy,Pharmacy,28.94641938,30.84372779,19600    
M238,Ezaby Pharmacy,"Hannoville Street, Agami - corner of Mecca Street - Alexandria",Alexandria,Agamy,Pharmacy,Pharmacy,29.77883148,31.10693993,19600    
M238,Ezaby Pharmacy,54 Safia Zaghloul Street - Al-Attarin - Alexandria - Misr Insurance Company Building,Alexandria,Raml Station,Pharmacy,Pharmacy,29.90206347,31.19922596,19600    
M238,Ezaby Pharmacy,"Shop No. 6, Al-Bosit Area - Ahl Masr Mall - Marsa Matrouh",Marsa Matrouh,Marsa Matrouh,Pharmacy,Pharmacy,27.22309388,31.35961828,19600    
M238,Ezaby Pharmacy,663 Army Road - Miami - Alexandria,Alexandria,Miami,Pharmacy,Pharmacy,29.99688633,31.2706456,19600    
M238,Ezaby Pharmacy,"No. 464, Al-Horeya Road - in front of Mobile Gas Station - Roushdy - Alexandria",Alexandria,Roushdy,Pharmacy,Pharmacy,29.90774334,31.19849052,19600    
M238,Ezaby Pharmacy,No. 26 Alam Al-Rum Street - next to Misr Al-Khair Foundation - Marsa Matrouh,Marsa Matrouh,Marsa Matrouh,Pharmacy,Pharmacy,31.35423779,27.246085,19600    
M238,Ezaby Pharmacy,Kilo 21 - Al-Wasla Road - next to Al-Amriya parking lot - Agami - Alexandria,Alexandria,Agamy,Pharmacy,Pharmacy,29.80182351,31.01973521,19600    
M238,Ezaby Pharmacy,"Kilo 18, Alexandria-Matrouh Road - Abu Youssef - Agami - Alexandria",Alexandria,Agamy,Pharmacy,Pharmacy,29.82065302,31.13336068,19600    
M238,Ezaby Pharmacy,"119 Mostafa El Nahhas Street, 8th District, Nasr City, Cairo",Cairo,Nasr City,Pharmacy,Pharmacy,31.35605238,30.05546557,19600    
M238,Ezaby Pharmacy,5Area H - Hadayek Al-Ahram - Fourth Gate - Giza,Cairo,Hadayek Al Ahram,Pharmacy,Pharmacy,29.96548245,31.0972355,19600    
M238,Ezaby Pharmacy,"Unit - G23, Arbella Plaza - Triangle Area - Gamal Abdel Nasser Square - Fifth District - Cairo",Cairo,New Cairo,Pharmacy,Pharmacy,31.43292572,29.99108317,19600    
M238,Ezaby Pharmacy,"Shop 2, ground floor, Building B, 6th District, adjacent to 3, the commercial mall, Zayed Compound.",Cairo,Al Sheikh Zayed,Pharmacy,Pharmacy,30.97844232,30.02417902,19600    
M238,Ezaby Pharmacy,"Pearl Tower, Mohamed Metwally El-Shaarawy Street - formerly El-Libyan - next to the National Bank",Cairo,Haram,Pharmacy,Pharmacy,29.98722134,31.14978137,19600    
M238,Ezaby Pharmacy,Panorama Pyramids Tower - 1 Haram Meshal Street - Giza,Cairo,Haram,Pharmacy,Pharmacy,31.14147975,29.98752225,19600    
M238,Ezaby Pharmacy,"44 Abdel Moneim Riad Street, off El Batal Ahmed Abdel Aziz - Mohandiseen, next to the Senegalese Embassy and in front of the Doctors Tower",Cairo,Mohandessein,Pharmacy,Pharmacy,31.20847627,30.05339286,19600    
M238,Ezaby Pharmacy,"Shop 5, Building 16 - Street 233 - Degla Maadi",Cairo,Maadi,Pharmacy,Pharmacy,29.9590647,31.2781066,19600    
M238,Ezaby Pharmacy,Mag 5 - First District - Block 8 - 10th of Ramadan,Cairo,10th of Ramadan,Pharmacy,Pharmacy,31.73203513,30.293648,19600    
M238,Ezaby Pharmacy,K18 - Second Gate - Hadayek Al-Ahram,Cairo,Hadayek Al Ahram,Pharmacy,Pharmacy,31.09723424,29.96548874,19600    
M238,Ezaby Pharmacy,A Street 255-256-257 - Shop 5 - New Maadi - in front of Grand Mall,Cairo,Maadi,Pharmacy,Pharmacy,29.96634569,31.27063039,19600    
M238,Ezaby Pharmacy,Shop No. 5-7 on the front of Mecca Mall - Al-Khanka - Al-Obour,Qalioubia,Al Khanka,Pharmacy,Pharmacy,30.23595746,31.46991257,19600    
M238,Ezaby Pharmacy,88 9th Street - Maadi - Cairo,Cairo,Maadi,Pharmacy,Pharmacy,31.25500597,29.96641357,19600    
M238,Ezaby Pharmacy,195 Faisal Street - Al Tawabeq - Giza,Cairo,Faisel,Pharmacy,Pharmacy,31.14700464,29.99372869,19600    
M238,Ezaby Pharmacy,"Shop 100, Sector A, Eastern Market, First Settlement, New Cairo",Cairo,Nasr City,Pharmacy,Pharmacy,31.51440241,30.07101146,19600    
M238,Ezaby Pharmacy,"Shop No. 22, Egyptian Gulf Bank Buildings, Saudi Buildings, Nile Corniche, Helwan",Cairo,Hadayk Helwan,Pharmacy,Pharmacy,31.33011427,29.84730367,19600    
M238,Ezaby Pharmacy,272 D Hadayek Al-Ahram - New Second Gate - Hadayek Al-Ahram,Cairo,Hadayek Al Ahram,Pharmacy,Pharmacy,31.08970014,29.95543054,19600    
M238,Ezaby Pharmacy,"Property 41, Second District, adjacent to 1, Central Spine, 6th of October, Giza",Cairo,Al Sheikh Zayed,Pharmacy,Pharmacy,29.97222003,30.94333002,19600    
M238,Ezaby Pharmacy,Eastern Expansions - Plots 12 and 13 - Palm Hills Square - October 6,Cairo,Al Sheikh Zayed,Pharmacy,Pharmacy,31.01537324,30.01237413,19600    
M238,Ezaby Pharmacy,"Unit No. 15, Plot No. 10, Side Wall Commercial Mall - Lotus Area - Bin Zayed Axis - New Cairo - Fifth Settlement",Cairo,Al Sheikh Zayed,Pharmacy,Pharmacy,31.52630355,30.01513621,19600    
M238,Ezaby Pharmacy,"lonliness ? Floor No. (GR), Building No. B2 - the gate plaza",Cairo,Al Sheikh Zayed,Pharmacy,Pharmacy,30.97800394,30.0386216,19600    
M238,Ezaby Pharmacy,"Plot 24, Block E, First Settlement Service Center - New Cairo",Cairo,New Cairo,Pharmacy,Pharmacy,30.06069881,31.4468362,19600    
M238,Ezaby Pharmacy,"No. 384 Taraet Al-Zumar Street, next to Khatam Al-Morsalin Mosque - Al-Omraniya - Giza",Cairo,Omraneya,Pharmacy,Pharmacy,31.20405945,29.99352068,19600    
M238,Ezaby Pharmacy,2 Al Jazeera Towers - Maadi - in front of Sadat Academy,Cairo,Maadi,Pharmacy,Pharmacy,31.25016878,29.96053391,19600    
M238,Ezaby Pharmacy,71 Al-Wahda Street - Al-Munira - Imbaba - Giza,Cairo,Imbaba,Pharmacy,Pharmacy,30.087631,31.2144936,19600    
M238,Ezaby Pharmacy,"Shop No. 133, 132 & 160, City Center Commercial Market - Plot No. 100 - Old Commercial Market - Sharm El Sheikh",Sinai,Sharm Al Sheikh,Pharmacy,Pharmacy,31.32819617,29.99534499,19600    
M238,Ezaby Pharmacy,29 Taha Hussein Street - Minya Club photos - Minya Governorate,Menia,Menia,Pharmacy,Pharmacy,30.75078132,28.10751948,19600    
M238,Ezaby Pharmacy,"Shop No. 2 - Al-Nahal Tower - Extension of Yousry Ragheb Street, Assiut First - Assiut",Assiut,Assiut,Pharmacy,Pharmacy,31.18750867,27.18035838,19600    
M238,Ezaby Pharmacy,Port Said Street - corner of Rajai Street - Sherif Street - Beni Suef,Bani Suef,Bani Suef,Pharmacy,Pharmacy,31.09658689,29.07776894,19600    
M238,Ezaby Pharmacy,No. 15 High Dam Street - Bandar Al-Fayoum - Fayoum,Fayoum,Fayoum,Pharmacy,Pharmacy,30.84256455,29.31170321,19600    
M238,Ezaby Pharmacy,"Shop No. 1 and 2, Culture Square - located on Tahrir Street - Sohag",Sohag,Sohag,Pharmacy,Pharmacy,31.21213675,30.05639192,19600    
M238,Ezaby Pharmacy,"15th Street, Al-Kabsh, Second Section, Sohag, Sohag",Sohag,Sohag,Pharmacy,Pharmacy,26.5643932,31.6922276,19600    
M238,Ezaby Pharmacy,Ahmed Orabi Street - Sports Club Wall - Beni Suef,Bani Suef,Bani Suef,Pharmacy,Pharmacy,31.10008206,29.06490207,19600    
M238,Ezaby Pharmacy,30 March Street - in front of the train station? Naga Hammadi Center - Qena Governorate,Quena,Naga Hamady,Pharmacy,Pharmacy,32.29333096,26.06906328,19600    
M238,Ezaby Pharmacy,"No. 2/27, Sohag Road, Assiut Bahri - in front of the Civil Registry - Abu Tig - Assiut Governorate",Assiut,Abou Tig,Pharmacy,Pharmacy,31.31436187,27.04692234,19600    
M238,Ezaby Pharmacy,Al-Gomhouria Street - next to the Good Shepherd Hospital - Samalout,Menia,Samalout,Pharmacy,Pharmacy,30.70839278,28.31976118,19600    
M238,Ezaby Pharmacy,Sea Street? Asna Center - Luxor Governorate,Luxor,Esna,Pharmacy,Pharmacy,32.50568197,25.44798633,19600    
M238,Ezaby Pharmacy,1 Al Galaa Street - in front of Mallawi Police Station - Mallawi Center - Minya,Menia,Malawi,Pharmacy,Pharmacy,30.84527264,27.73648426,19600    
M238,Ezaby Pharmacy,Republic Street? Abshway Center - Fayoum,Fayoum,Ebshway,Pharmacy,Pharmacy,29.36037444,30.6835484,19600    
M238,Ezaby Pharmacy,Khaled Pasha Street - Central - Fayoum - Fayoum Governorate,Fayoum,Fayoum,Pharmacy,Pharmacy,30.84271106,29.30647108,19600    
M238,Ezaby Pharmacy,Dayrout Center - Al Mahatta Square? Assiut Governorate,Assiut,Dairout,Pharmacy,Pharmacy,30.81302598,27.55888197,19600    
M238,Ezaby Pharmacy,City Hall Street? Edfu Center - Aswan Governorate,Aswan,Edfu,Pharmacy,Pharmacy,32.94696077,24.47819512,19600    
M238,Ezaby Pharmacy,Shop No. 423 Ahmed Orabi Street - Al-Mahlej Stores - Al-Wasty Center - Beni Suef Governorate,Bani Suef,Al Wasta,Pharmacy,Pharmacy,31.20948901,29.34609923,19600    
M238,Ezaby Pharmacy,Shop No. 2 - Buildings Area - B1,Cairo,Madenty,Pharmacy,Pharmacy,30.10303179,31.63774972,19600    
M238,Ezaby Pharmacy,"Tanta, Al-Helou Street, intersection with Al-Moatasem Street - Tanta",Gharbia,Tanta,Pharmacy,Pharmacy,30.79939599,31.00397028,19600    
M238,Ezaby Pharmacy,Al-Shuhadaa - Port Said Street - Menoufia Governorate,Menophia,Al Shohada,Pharmacy,Pharmacy,31.29186468,32.30086029,19600    
M238,Ezaby Pharmacy,"Al-Qawmia Street, Plot No. 111, Al-Mohaneen Division - Zagazig",Sharqia,Zagazig,Pharmacy,Pharmacy,30.5891907,31.49714201,19600    
M238,Ezaby Pharmacy,6th of October Street - Mahalla El Kubra - Al Quwatli area,Gharbia,Al Mahala Al Kobra,Pharmacy,Pharmacy,30.97649028,31.17684158,19600    
M238,Ezaby Pharmacy,14 Taraet Al-Ahram Street - Kaabish - Faisal - Giza,Cairo,Faisel,Pharmacy,Pharmacy,30.00258775,31.14603439,19600    
M238,Ezaby Pharmacy,"Building 52 Abbas Al Akkad Street, Shop No. (1-2), Sixth District, Nasr City First - Cairo",Cairo,Nasr City,Pharmacy,Pharmacy,31.34258059,30.06460851,19600    
M238,Ezaby Pharmacy,15 Laselki Street - Al-Basateen - Maadi,Cairo,Maadi,Pharmacy,Pharmacy,29.97100934,31.2847072,19600    
M238,Ezaby Pharmacy,Shop G039 Mall of Egypt - Al Wahat Road - 6th of October,Cairo,6th October,Pharmacy,Pharmacy,29.97265043,31.0164062,19600    
M238,Ezaby Pharmacy,"Shop No. 1, Building 2B, Project 14, Building 12 - Al Waha - Nasr City - Cairo",Cairo,Nasr City,Pharmacy,Pharmacy,31.37887757,30.04336404,19600    
M238,Ezaby Pharmacy,"Shop No. 2 and 5, Sabry Abu Alam Street - Abdeen - Cairo",Cairo,Down Town,Pharmacy,Pharmacy,31.24054109,30.04688683,19600    
M238,Ezaby Pharmacy,279 Teraat El Gabal Street - Al-Zaytoun - Cairo,Cairo,Helmyet Al Zeitoun,Pharmacy,Pharmacy,31.30613243,30.10281865,19600    
M238,Ezaby Pharmacy,"Shop No. 2 - Building No. 148, Tahrir Street - Dokki - in front of Faisal Islamic Bank",Cairo,Dokki,Pharmacy,Pharmacy,31.24020696,30.00219201,19600    
M238,Ezaby Pharmacy,Plot No. 74 - Nafoura Square - No. 5 Mokattam - Upper Plateau,Cairo,Mokattam,Pharmacy,Pharmacy,31.28080051,30.01675958,19600    
M238,Ezaby Pharmacy,Arcadia Mall - Nile Corniche - Cairo,Cairo,Down Town,Pharmacy,Pharmacy,30.06998558,31.2273869,19600    
M238,Ezaby Pharmacy,Shop No. 3 Grand Store - inside the Air Defense House - below the Taiba Rose Hotel - Nasr City First - Cairo,Cairo,Nasr City,Pharmacy,Pharmacy,31.33913142,30.07718617,19600    
M238,Ezaby Pharmacy,No. 26 July 26 Street? Azbakeya - Cairo,Cairo,Down Town,Pharmacy,Pharmacy,31.24112771,30.05325356,19600    
M238,Ezaby Pharmacy,"Building No. 116, Talaat Harb Street - Tahrir City - in front of Al-Prince Restaurant - Imbaba",Cairo,Imbaba,Pharmacy,Pharmacy,31.24103997,30.05205803,19600    
M238,Ezaby Pharmacy,Project 41 Building - Shop No. 5 - Mostafa El Nahhas Street - Third Nasr City - Cairo,Cairo,Nasr City,Pharmacy,Pharmacy,31.33981883,30.0539791,19600    
M238,Ezaby Pharmacy,"No. 7, Tahrir Street - Dokki - in front of Al Bohouth Metro Station - Giza",Cairo,Dokki,Pharmacy,Pharmacy,30.03579203,31.2004425,19600    
M238,Ezaby Pharmacy,No. 68 Ain Shams Street - Ezbet El Nakhl - Al Amal Towers,Cairo,Ezbet Al Nakhl,Pharmacy,Pharmacy,31.33009337,30.1408276,19600    
M238,Ezaby Pharmacy,Capital Plaza Mall - Sixth District - Abu Hanifa Al-Numan Street - Obour City - Qalyubia,Cairo,Obour City,Pharmacy,Pharmacy,31.46406089,30.21774084,19600    
M238,Ezaby Pharmacy,No. 126 Khulusi Street - Shubra - Cairo,Cairo,Shoubra,Pharmacy,Pharmacy,31.24884796,30.07929266,19600    
M238,Ezaby Pharmacy,"Shop No. 1, Friends Tower 7 - Nile Corniche Street, Warraq - Corner of Aswan Street - Warraq - Giza",Cairo,Al Waraq,Pharmacy,Pharmacy,31.19729742,30.08353259,19600    
M238,Ezaby Pharmacy,"No. 31, Mohy El Din Abul Ezz Street - Dokki",Cairo,Dokki,Pharmacy,Pharmacy,31.20035353,30.04226535,19600    
M238,Ezaby Pharmacy,432 King Faisal Street - Faisal - Giza,Cairo,Faisel,Pharmacy,Pharmacy,31.15281553,29.99225881,19600    
M238,Ezaby Pharmacy,67 Rabei El Gizy Street - Giza,Cairo,Giza,Pharmacy,Pharmacy,30.03282302,31.1954473,19600    
M238,Ezaby Pharmacy,"No. 426 N, Fourth Gate - Al-Jais Street - Hadayek Al-Ahram - Giza",Cairo,Hadayek Al Ahram,Pharmacy,Pharmacy,31.09746236,29.96763763,19600    
M238,Ezaby Pharmacy,"Shop No. A10, Al Karma District 4, Commercial District - Sheikh Zayed City",Cairo,Al Sheikh Zayed,Pharmacy,Pharmacy,30.97473653,30.07186745,19600    
M238,Ezaby Pharmacy,"No. 1048 Al-Eyada Street - Shop No. 1 - Zahraa Nasr City - Nasr City, Cairo",Cairo,Nasr City,Pharmacy,Pharmacy,31.39905546,30.05283509,19600    
M238,Ezaby Pharmacy,"Unit No. 01-0, Building 1, in the commercial complex, National Station, next to Dreamland",Cairo,6th October,Pharmacy,Pharmacy,29.97078722,31.0369005,19600    
M238,Ezaby Pharmacy,"Shop No. 1, Building 3, Makram Ebeid Street, Nasr City, Cairo",Cairo,Nasr City,Pharmacy,Pharmacy,31.34641216,30.05538755,19600    
M238,Ezaby Pharmacy,"No. 75 Abu Bakr Al-Siddiq Street - corner of Al-Abbasin Street

-Heliopolis-Cairo",Cairo,Heliopolis,Pharmacy,Pharmacy,31.33717552,30.09813876,19600    
M238,Ezaby Pharmacy,31 El Batal Ahmed Abdel Aziz St. - Mohandiseen - Giza,Cairo,Mohandessein,Pharmacy,Pharmacy,30.05387748,31.2063357,19600    
M238,Ezaby Pharmacy,Abbasiya Street - Ahmed Saeed Station - Al-Zahir District - Cairo,Cairo,Abbaseya,Pharmacy,Pharmacy,31.27075084,30.07025091,19600    
M238,Ezaby Pharmacy,1 Khaled Bin Al-Walid Street - Kafr Tohormos - Faisal - Giza,Cairo,Faisel,Pharmacy,Pharmacy,31.18123141,30.01580134,19600    
M238,Ezaby Pharmacy,"Shop No. 21 and 22, Omraniya Al-Oula - next to Gamal Abdel Nasser Axis -

Happy Town - Northern Expansions - October - Giza",Cairo,New Cairo,Pharmacy,Pharmacy,29.99897383,31.2005277,19600    
M238,Ezaby Pharmacy,"2A Bab El Sheareya Square, Shop No. 9 - (Bab El Sheareya), Cairo",Cairo,Down Town,Pharmacy,Pharmacy,31.34254818,30.10346326,19600    
M238,Ezaby Pharmacy,309 Shubra Misr Street - Al-Khalafawy Square - Coast Section,Cairo,Shoubra,Pharmacy,Pharmacy,31.24806267,30.0953071,19600    
M238,Ezaby Pharmacy,"Ground floor - the commercial mall in the Laila Compound project

Plot No. 33, North Investors - First Settlement - New Cairo",Cairo,New Cairo,Pharmacy,Pharmacy,31.47548381,30.02956818,19600    
M238,Ezaby Pharmacy,"Plot 3 - Ninth District Service Center - Shop 5:1, Shorouk City",Cairo,Sherouk City,Pharmacy,Pharmacy,31.44843324,30.22103216,19600    
M238,Ezaby Pharmacy,Unit G2 - Square Mall - First District - Kafrawy Axis - 6th of October City,Cairo,6th October,Pharmacy,Pharmacy,30.95103232,29.96528487,19600    
M238,Ezaby Pharmacy,"City Stars5

City Stars Mall, Entrance 5, ground floor, Shop R1 - Nasr City",Cairo,Nasr City,Pharmacy,Pharmacy,31.36513116,30.07602393,19600    
M238,Ezaby Pharmacy,"Shop No. 011, Services Building B - Beta Greens Project

- October Gardens - October 6",Cairo,6th October,Pharmacy,Pharmacy,31.06152402,29.89453398,19600    
M238,Ezaby Pharmacy,172 Mohamed Abdel Moneim Street - intersection of Rail Street - Alexandria Tower - Helwan,Cairo,Helwan,Pharmacy,Pharmacy,31.32338783,29.84662077,19600    
M238,Ezaby Pharmacy,"Al-Bahr Al-Aazam Street, in front of the Pharaonic Village - Saqia Mekki - Giza",Cairo,Giza,Pharmacy,Pharmacy,31.21564759,29.99745787,19600    
M238,Ezaby Pharmacy,"Shop No. 105, Building B, Obour Mall Complex - Obour Axis",Cairo,Obour City,Pharmacy,Pharmacy,31.36878537,30.13361391,19600    
M238,Ezaby Pharmacy,"3, Martyr Sayed Zakaria Street - Sheraton Airport Residences - Shop No. 4

-Next to Oriental Weavers",Cairo,Heliopolis,Pharmacy,Pharmacy,31.37507851,30.09928134,19600    
M238,Ezaby Pharmacy,"Mokattam Street 9 - Plot 9123 - Shop No. 1, Building 108 - Upper Plateau",Cairo,Mokattam,Pharmacy,Pharmacy,31.32657071,30.00889418,19600    
M238,Ezaby Pharmacy,"Shop No. 3, ground floor, Block 23, Sheikh Zayed, next to Global Hospital - Southern Central Corridor - Sheikh Zayed",Cairo,Al Sheikh Zayed,Pharmacy,Pharmacy,30.0391983,30.97784155,19600    
M238,Ezaby Pharmacy,"Block 73, No. 1, Entrance 2, Mansheyet El Gamal - Al Zawya Al Hamra",Cairo,Al Zawya Al Hamra,Pharmacy,Pharmacy,31.26705379,30.09536282,19600    
M238,Ezaby Pharmacy,18A Al Maraashly Street - Zamalek,Cairo,Zamalek,Pharmacy,Pharmacy,31.22120936,30.06546113,19600    
M238,Ezaby Pharmacy,"16 Sheikh Mahmoud Shaltout Street - Extension of Al Tayaran Street - next to Rabaa Al Adawiya Mosque - First District, Nasra City First - Cairo",Cairo,Nasr City,Pharmacy,Pharmacy,31.32582156,30.06700111,19600    
M238,Ezaby Pharmacy,37\35 Al-Aziz Billah Street - Al-Zaytoun,Cairo,Gesr Al Swiss,Pharmacy,Pharmacy,30.1008817,31.3131274,19600    
M238,Ezaby Pharmacy,16 Zakat Foundation Street - in front of Abourjila Bridge - Abdullah Rifai Station - Al-Marj,Cairo,Al Marg,Pharmacy,Pharmacy,31.36022693,30.14393808,19600    
M238,Ezaby Pharmacy,"For the store located in the facade of the entrance to the building from the right side in the commercial center located on plot No. 26, Violet Services, Fifth Settlement.",Cairo,New Cairo,Pharmacy,Pharmacy,31.46746829,30.04683419,19600    
M238,Ezaby Pharmacy,"Block 53, H 3, Neighborhood 1, 6th of October City - Central Spine - Giza",Cairo,6th October,Pharmacy,Pharmacy,29.96469161,30.9338266,19600    
M238,Ezaby Pharmacy,"Shop No. 4, Qasr Al-Orouba Tower - Al-Orouba - Al-Haram - Giza",Cairo,Haram,Pharmacy,Pharmacy,31.27622509,30.08217036,19600    
M238,Ezaby Pharmacy,"1Dyeing and finishing housing, entrance 1, 15th of May Orabi Street - in front of City Mall - Shubra El Kheima",Qalioubia,Shobra Al Kheima,Pharmacy,Pharmacy,31.02270865,30.03289273,19600    
M238,Ezaby Pharmacy,October 6 | Sixth District|Valley of the Kings Center - Giza,Cairo,6th October,Pharmacy,Pharmacy,30.91407085,29.94207255,19600    
M238,Ezaby Pharmacy,"Shop No. G02, Al-Shorouk - next to Dar Misr - Ton Center Mall - City Center 2 (Al-Shorouk)",Cairo,Sherouk City,Pharmacy,Pharmacy,31.63831723,30.16407323,19600    
M238,Ezaby Pharmacy,59 Riyadh Street - Helwan,Cairo,Helwan,Pharmacy,Pharmacy,31.19188613,30.05342968,19600    
M238,Ezaby Pharmacy,Ring Road Mall - No. 1 (Plot No. 14 - Investment Land - Ring Road - Mokattam),Cairo,Mokattam,Pharmacy,Pharmacy,31.33620068,29.98303838,19600    
M238,Ezaby Pharmacy,"Shop No. 1, Commercial Center No. 4, Block 7, Block 7000, Youth Housing, next to Petromin Gas Station",Cairo,Obour City,Pharmacy,Pharmacy,31.20290417,30.05433618,19600    
M238,Ezaby Pharmacy,Abbas Al Akkad Street - Magic Yar Mall - next to Ocort,Cairo,Obour City,Pharmacy,Pharmacy,30.05673228,31.3381326,19600    
M238,Ezaby Pharmacy,"Building No. 2, corner of Lotfy Muhammad Issa Street with Street

The New Thirty - Al-Omraniya - Giza",Cairo,Omraneya,Pharmacy,Pharmacy,29.98539517,31.15875205,19600    
M238,Ezaby Pharmacy,"Shop No. 6 - the second shop to the left of the entrance to the property - Building No. 24, Seventh Sector - Royal Tower - 24 Block F 35 - Zahraa El Maadi",Cairo,Maadi,Pharmacy,Pharmacy,31.32619344,29.96712389,19600    
M238,Ezaby Pharmacy,"Plot 39, Neighborhood Services Center, Fifth Settlement? Marina Mall - New Cairo? Cairo",Cairo,New Cairo,Pharmacy,Pharmacy,31.44334303,30.22012003,19600    
M238,Ezaby Pharmacy,"56 Al-Twenty Street - from King Faisal Street - Al-Shorbagy Station 

Boulaq Al-Dakrour Department - Giza",Cairo,Bolaak Al Dakror,Pharmacy,Pharmacy,31.18783927,30.0092022,19600    
M238,Ezaby Pharmacy,Adam Tower No. 3/2A in the first neighborhood - New Fustat City,Cairo,Old Cairo,Pharmacy,Pharmacy,31.32456624,29.994767,19600    
M238,Ezaby Pharmacy,No. 415 Sudan Street - in front of Sudan Metro Station - Al Sahafieen - Agouza - Giza,Cairo,Agouza,Pharmacy,Pharmacy,31.20572744,30.06971961,19600    
M238,Ezaby Pharmacy,Unit No. G047 in the commercial complex - El Salam Town Center - in front of Adly Mansour Station,Cairo,Salam City,Pharmacy,Pharmacy,31.42015677,30.14959887,19600    
M238,Ezaby Pharmacy,"Plot 159, Street (90), City Center, inside Benzema Mobile - Fifth Settlement - New Cairo - Cairo",Cairo,New Cairo,Pharmacy,Pharmacy,31.46374027,30.03221233,19600    
